number of episodes,average reward/episode
1.277,-5.798122066
1.278,-5.79280688
1.279,-5.796875
1.28,-5.81186573
1.281,-5.7925117
1.282,-5.807482463
1.283,-5.810747664
1.284,-5.804669261
1.285,-5.807153966
1.286,-5.804972805
1.287,-5.805124224
1.288,-5.801396431
1.289,-5.81627907
1.29,-5.812548412
1.291,-5.820433437
1.292,-5.819025522
1.293,-5.819938176
1.294,-5.822393822
1.295,-5.803240741
1.296,-5.818041635
1.297,-5.796610169
1.298,-5.796766744
1.299,-5.803076923
1.3,-5.801691007
1.301,-5.783410138
1.302,-5.781273983
1.303,-5.76993865
1.304,-5.768582375
1.305,-5.770290965
1.306,-5.774292272
1.307,-5.773700306
1.308,-5.779984721
1.309,-5.789312977
1.31,-5.785659802
1.311,-5.791920732
1.312,-5.785224676
1.313,-5.781582953
1.314,-5.76121673
1.315,-5.767477204
1.316,-5.782080486
1.317,-5.761760243
1.318,-5.776345716
1.319,-5.757575758
1.32,-5.761544285
1.321,-5.776096823
1.322,-5.770219199
1.323,-5.768126888
1.324,-5.768301887
1.325,-5.775263952
1.326,-5.7573474
1.327,-5.756024096
1.328,-5.754702784
1.329,-5.755639098
1.33,-5.737791134
1.331,-5.746246246
1.332,-5.726931733
1.333,-5.74137931
1.334,-5.748314607
1.335,-5.745508982
1.336,-5.750186986
1.337,-5.747384155
1.338,-5.761762509
1.339,-5.770149254
1.34,-5.766592095
1.341,-5.760059613
1.342,-5.737900223
1.343,-5.735863095
1.344,-5.744981413
1.345,-5.743684993
1.346,-5.749814402
1.347,-5.756676558
1.348,-5.76204596
1.349,-5.765925926
1.35,-5.749814952
1.351,-5.761094675
1.352,-5.775314117
1.353,-5.756277696
1.354,-5.764575646
1.355,-5.768436578
1.356,-5.781871776
1.357,-5.796023564
1.358,-5.7866078
1.359,-5.793382353
1.36,-5.789860397
1.361,-5.78928047
1.362,-5.787967718
1.363,-5.771994135
1.364,-5.773626374
1.365,-5.782576867
1.366,-5.784198976
1.367,-5.787280702
1.368,-5.783783784
1.369,-5.797810219
1.37,-5.807439825
1.371,-5.806851312
1.372,-5.789512017
1.373,-5.787481805
1.374,-5.797818182
1.375,-5.793604651
1.376,-5.774146696
1.377,-5.775036284
1.378,-5.77302393
1.379,-5.786956522
1.38,-5.790007241
1.381,-5.787264834
1.382,-5.786695589
1.383,-5.790462428
1.384,-5.792057762
1.385,-5.79004329
1.386,-5.786589762
1.387,-5.774495677
1.388,-5.771058315
1.389,-5.752517986
1.39,-5.734004313
1.391,-5.747844828
1.392,-5.738693467
1.393,-5.738163558
1.394,-5.751971326
1.395,-5.765759312
1.396,-5.752326414
1.397,-5.766094421
1.398,-5.762687634
1.399,-5.763571429
1.4,-5.770877944
1.401,-5.77746077
1.402,-5.791161796
1.403,-5.788461538
1.404,-5.775088968
1.405,-5.780227596
1.406,-5.793887704
1.407,-5.7890625
1.408,-5.775727466
1.409,-5.785106383
1.41,-5.78313253
1.411,-5.79674221
1.412,-5.798301486
1.413,-5.796322489
1.414,-5.797879859
1.415,-5.798022599
1.416,-5.779110797
1.417,-5.761636107
1.418,-5.761804087
1.419,-5.758450704
1.42,-5.7565095
1.421,-5.76230661
1.422,-5.76528461
1.423,-5.778792135
1.424,-5.792280702
1.425,-5.793828892
1.426,-5.790469516
1.427,-5.801820728
1.428,-5.799160252
1.429,-5.796503497
1.43,-5.776380154
1.431,-5.761871508
1.432,-5.759944173
1.433,-5.757322176
1.434,-5.76097561
1.435,-5.765320334
1.436,-5.747390397
1.437,-5.745479833
1.438,-5.747741487
1.439,-5.761111111
1.44,-5.757113116
1.441,-5.752427184
1.442,-5.755370755
1.443,-5.754155125
1.444,-5.749480969
1.445,-5.754495159
1.446,-5.736005529
1.447,-5.738259669
1.448,-5.751552795
1.449,-5.749655172
1.45,-5.738111647
1.451,-5.746556474
1.452,-5.748107364
1.453,-5.761348006
1.454,-5.75532646
1.455,-5.760302198
1.456,-5.773507207
1.457,-5.757887517
1.458,-5.764907471
1.459,-5.746575342
1.46,-5.745379877
1.461,-5.742134063
1.462,-5.741626794
1.463,-5.739754098
1.464,-5.741979522
1.465,-5.736016371
1.466,-5.736196319
1.467,-5.729564033
1.468,-5.725663717
1.469,-5.73877551
1.47,-5.72467709
1.471,-5.724184783
1.472,-5.723693143
1.473,-5.706919946
1.474,-5.705762712
1.475,-5.703929539
1.476,-5.716993907
1.477,-5.730040595
1.478,-5.728870859
1.479,-5.725675676
1.48,-5.738690074
1.481,-5.75168691
1.482,-5.760620364
1.483,-5.773584906
1.484,-5.783164983
1.485,-5.788694482
1.486,-5.788164089
1.487,-5.793682796
1.488,-5.777703156
1.489,-5.790604027
1.49,-5.792085848
1.491,-5.795576408
1.492,-5.796383121
1.493,-5.798527443
1.494,-5.783277592
1.495,-5.782754011
1.496,-5.795591182
1.497,-5.780373832
1.498,-5.782521681
1.499,-5.777333333
1.5,-5.781479014
1.501,-5.768308921
1.502,-5.775116434
1.503,-5.768617021
1.504,-5.771428571
1.505,-5.756972112
1.506,-5.739880557
1.507,-5.73806366
1.508,-5.736911862
1.509,-5.734437086
1.51,-5.737260093
1.511,-5.735449735
1.512,-5.740912095
1.513,-5.739762219
1.514,-5.752475248
1.515,-5.753298153
1.516,-5.751483191
1.517,-5.764163373
1.518,-5.764318631
1.519,-5.760526316
1.52,-5.756081525
1.521,-5.753613666
1.522,-5.753118844
1.523,-5.737532808
1.524,-5.720655738
1.525,-5.716251638
1.526,-5.728880157
1.527,-5.714005236
1.528,-5.71942446
1.529,-5.719607843
1.53,-5.720444154
1.531,-5.72845953
1.532,-5.724722766
1.533,-5.706649283
1.534,-5.712703583
1.535,-5.696614583
1.536,-5.701366298
1.537,-5.684005202
1.538,-5.687459389
1.539,-5.691558442
1.54,-5.704088254
1.541,-5.708171206
1.542,-5.713545042
1.543,-5.714378238
1.544,-5.726860841
1.545,-5.723803364
1.546,-5.723335488
1.547,-5.720284238
1.548,-5.732730794
1.549,-5.735483871
1.55,-5.740167634
1.551,-5.738402062
1.552,-5.735994849
1.553,-5.748391248
1.554,-5.750482315
1.555,-5.749357326
1.556,-5.73731535
1.557,-5.734274711
1.558,-5.720333547
1.559,-5.732692308
1.56,-5.745035234
1.561,-5.738796415
1.562,-5.735764555
1.563,-5.737212276
1.564,-5.739936102
1.565,-5.737547893
1.566,-5.744735163
1.567,-5.742984694
1.568,-5.73932441
1.569,-5.738216561
1.57,-5.750477403
1.571,-5.756361323
1.572,-5.760330579
1.573,-5.772554003
1.574,-5.784761905
1.575,-5.784898477
1.576,-5.797083069
1.577,-5.802915082
1.578,-5.812539582
1.579,-5.809493671
1.58,-5.813409235
1.581,-5.816055626
1.582,-5.816803538
1.583,-5.818181818
1.584,-5.8170347
1.585,-5.812105927
1.586,-5.812854442
1.587,-5.798488665
1.588,-5.797986155
1.589,-5.804402516
1.59,-5.799497172
1.591,-5.787060302
1.592,-5.786566227
1.593,-5.793601004
1.594,-5.803134796
1.595,-5.789473684
1.596,-5.787100814
1.597,-5.775969962
1.598,-5.768605378
1.599,-5.780625
1.6,-5.78638351
1.601,-5.780898876
1.602,-5.781035558
1.603,-5.788653367
1.604,-5.800623053
1.605,-5.796388543
1.606,-5.808338519
1.607,-5.813432836
1.608,-5.821006837
1.609,-5.81552795
1.61,-5.798882682
1.611,-5.799007444
1.612,-5.78549287
1.613,-5.786864932
1.614,-5.784520124
1.615,-5.785891089
1.616,-5.784168213
1.617,-5.780593325
1.618,-5.764669549
1.619,-5.762962963
1.62,-5.747686613
1.621,-5.749075216
1.622,-5.746149107
1.623,-5.743226601
1.624,-5.741538462
1.625,-5.739852399
1.626,-5.741856177
1.627,-5.750614251
1.628,-5.756906077
1.629,-5.754601227
1.63,-5.751686082
1.631,-5.749387255
1.632,-5.754439682
1.633,-5.740514076
1.634,-5.740672783
1.635,-5.732885086
1.636,-5.728161271
1.637,-5.73015873
1.638,-5.736424649
1.639,-5.737804878
1.64,-5.723339427
1.641,-5.728380024
1.642,-5.726110773
1.643,-5.721411192
1.644,-5.733130699
1.645,-5.734507898
1.646,-5.735883424
1.647,-5.730582524
1.648,-5.728320194
1.649,-5.74
1.65,-5.737734706
1.651,-5.736077482
1.652,-5.733212341
1.653,-5.738814994
1.654,-5.73776435
1.655,-5.748188406
1.656,-5.748340374
1.657,-5.751507841
1.658,-5.749849307
1.659,-5.746385542
1.66,-5.729078868
1.661,-5.725631769
1.662,-5.723992784
1.663,-5.722355769
1.664,-5.715315315
1.665,-5.726890756
1.666,-5.727654469
1.667,-5.713429257
1.668,-5.715398442
1.669,-5.713173653
1.67,-5.716935966
1.671,-5.719497608
1.672,-5.717872086
1.673,-5.71744325
1.674,-5.715820896
1.675,-5.721360382
1.676,-5.727489565
1.677,-5.727651967
1.678,-5.725431805
1.679,-5.736904762
1.68,-5.737061273
1.681,-5.739595719
1.682,-5.743909685
1.683,-5.755344418
1.684,-5.756083086
1.685,-5.752075919
1.686,-5.750444576
1.687,-5.750592417
1.688,-5.745411486
1.689,-5.744378698
1.69,-5.729745713
1.691,-5.728132388
1.692,-5.736562315
1.693,-5.73553719
1.694,-5.735103245
1.695,-5.738207547
1.696,-5.746022392
1.697,-5.745583039
1.698,-5.743967039
1.699,-5.755294118
1.7,-5.739564962
1.701,-5.738542891
1.702,-5.738696418
1.703,-5.742370892
1.704,-5.745454545
1.705,-5.755568581
1.706,-5.759812537
1.707,-5.759367681
1.708,-5.757167934
1.709,-5.757894737
1.71,-5.746931619
1.711,-5.75817757
1.712,-5.754816112
1.713,-5.759626604
1.714,-5.770845481
1.715,-5.778554779
1.716,-5.761211415
1.717,-5.746798603
1.718,-5.748109366
1.719,-5.759302326
1.72,-5.765833818
1.721,-5.763646922
1.722,-5.774811376
1.723,-5.775522042
1.724,-5.775652174
1.725,-5.778679027
1.726,-5.77880718
1.727,-5.776041667
1.728,-5.775014459
1.729,-5.778612717
1.73,-5.7694974
1.731,-5.767898383
1.732,-5.768032314
1.733,-5.772202999
1.734,-5.770028818
1.735,-5.781105991
1.736,-5.789867588
1.737,-5.787686997
1.738,-5.773433007
1.739,-5.784482759
1.74,-5.792073521
1.741,-5.777267509
1.742,-5.777969019
1.743,-5.788990826
1.744,-5.772492837
1.745,-5.768041237
1.746,-5.768174013
1.747,-5.766018307
1.748,-5.766152087
1.749,-5.752571429
1.75,-5.763563678
1.751,-5.759703196
1.752,-5.754135767
1.753,-5.765108324
1.754,-5.773219373
1.755,-5.761958998
1.756,-5.768355151
1.757,-5.767349261
1.758,-5.765776009
1.759,-5.756818182
1.76,-5.742759796
1.761,-5.747446084
1.762,-5.741349972
1.763,-5.738095238
1.764,-5.738243626
1.765,-5.749150623
1.766,-5.749292586
1.767,-5.757918552
1.768,-5.761447145
1.769,-5.75819209
1.77,-5.757199322
1.771,-5.756207675
1.772,-5.755781162
1.773,-5.753664036
1.774,-5.757183099
1.775,-5.748310811
1.776,-5.750703433
1.777,-5.742407199
1.778,-5.72906127
1.779,-5.726966292
1.78,-5.71364402
1.781,-5.712121212
1.782,-5.702748177
1.783,-5.698991031
1.784,-5.699159664
1.785,-5.697648376
1.786,-5.685506435
1.787,-5.682885906
1.788,-5.676355506
1.789,-5.661452514
1.79,-5.668900056
1.791,-5.674665179
1.792,-5.67540435
1.793,-5.682274247
1.794,-5.666852368
1.795,-5.669265033
1.796,-5.668892599
1.797,-5.67185762
1.798,-5.669816565
1.799,-5.671111111
1.8,-5.660188784
1.801,-5.662042175
1.802,-5.665557404
1.803,-5.669068736
1.804,-5.670360111
1.805,-5.679955703
1.806,-5.666851134
1.807,-5.655420354
1.808,-5.663902709
1.809,-5.649171271
1.81,-5.649917173
1.811,-5.636865342
1.812,-5.647545505
1.813,-5.651598677
1.814,-5.662258953
1.815,-5.649779736
1.816,-5.649422124
1.817,-5.657865787
1.818,-5.668499175
1.819,-5.667032967
1.82,-5.669412411
1.821,-5.669593853
1.822,-5.658255623
1.823,-5.645833333
1.824,-5.647671233
1.825,-5.645125958
1.826,-5.629447181
1.827,-5.626914661
1.828,-5.61399672
1.829,-5.610928962
1.83,-5.612233752
1.831,-5.609170306
1.832,-5.603382433
1.833,-5.602508179
1.834,-5.601634877
1.835,-5.59912854
1.836,-5.603701688
1.837,-5.59031556
1.838,-5.600870038
1.839,-5.597282609
1.84,-5.595328626
1.841,-5.586319218
1.842,-5.584373304
1.843,-5.587852495
1.844,-5.584823848
1.845,-5.586132178
1.846,-5.58743909
1.847,-5.593073593
1.848,-5.57977285
1.849,-5.59027027
1.85,-5.589411129
1.851,-5.591792657
1.852,-5.584997302
1.853,-5.588996764
1.854,-5.597304582
1.855,-5.598060345
1.856,-5.593430264
1.857,-5.591496233
1.858,-5.589026358
1.859,-5.599462366
1.86,-5.600752284
1.861,-5.585929108
1.862,-5.584004294
1.863,-5.582618026
1.864,-5.578552279
1.865,-5.579849946
1.866,-5.590251741
1.867,-5.577087794
1.868,-5.562332798
1.869,-5.561497326
1.87,-5.553180118
1.871,-5.555021368
1.872,-5.540843566
1.873,-5.541088581
1.874,-5.548266667
1.875,-5.550639659
1.876,-5.548748002
1.877,-5.547390841
1.878,-5.542841937
1.879,-5.54893617
1.88,-5.548112706
1.881,-5.544633369
1.882,-5.543281997
1.883,-5.542462845
1.884,-5.549071618
1.885,-5.539236479
1.886,-5.547429783
1.887,-5.549788136
1.888,-5.536791953
1.889,-5.541798942
1.89,-5.540983607
1.891,-5.539112051
1.892,-5.546222927
1.893,-5.546990496
1.894,-5.544591029
1.895,-5.529535865
1.896,-5.520822351
1.897,-5.519494204
1.898,-5.517640864
1.899,-5.515789474
1.9,-5.514992109
1.901,-5.51787592
1.902,-5.519705728
1.903,-5.516806723
1.904,-5.516010499
1.905,-5.511542497
1.906,-5.513371788
1.907,-5.508385744
1.908,-5.51231011
1.909,-5.521465969
1.91,-5.525379383
1.911,-5.52667364
1.912,-5.525875588
1.913,-5.533960293
1.914,-5.525848564
1.915,-5.527139875
1.916,-5.529994784
1.917,-5.539103233
1.918,-5.539343408
1.919,-5.5265625
1.92,-5.526288391
1.921,-5.528616025
1.922,-5.537701508
1.923,-5.535343035
1.924,-5.530909091
1.925,-5.531152648
1.926,-5.529320187
1.927,-5.533713693
1.928,-5.534473821
1.929,-5.530569948
1.93,-5.537027447
1.931,-5.527432712
1.932,-5.529229177
1.933,-5.53516029
1.934,-5.526098191
1.935,-5.536157025
1.936,-5.532266391
1.937,-5.525799794
1.938,-5.525012893
1.939,-5.509793814
1.94,-5.510046368
1.941,-5.505149331
1.942,-5.503345342
1.943,-5.507201646
1.944,-5.505398458
1.945,-5.491264132
1.946,-5.478685157
1.947,-5.478439425
1.948,-5.465879938
1.949,-5.457948718
1.95,-5.455663762
1.951,-5.457991803
1.952,-5.463389657
1.953,-5.462640737
1.954,-5.46342711
1.955,-5.464212679
1.956,-5.469596321
1.957,-5.463227783
1.958,-5.460438999
1.959,-5.46122449
1.96,-5.462009179
1.961,-5.4617737
1.962,-5.455934794
1.963,-5.459266802
1.964,-5.465648855
1.965,-5.457782299
1.966,-5.444331469
1.967,-5.443597561
1.968,-5.44337227
1.969,-5.443654822
1.97,-5.441907661
1.971,-5.444219067
1.972,-5.441966548
1.973,-5.440222898
1.974,-5.436962025
1.975,-5.42611336
1.976,-5.411734952
1.977,-5.410515672
1.978,-5.408792319
1.979,-5.407070707
1.98,-5.395759717
1.981,-5.380928355
1.982,-5.38477055
1.983,-5.384072581
1.984,-5.376826196
1.985,-5.383182276
1.986,-5.388022144
1.987,-5.374245473
1.988,-5.364002011
1.989,-5.373869347
1.99,-5.374183827
1.991,-5.360943775
1.992,-5.366281987
1.993,-5.351554664
1.994,-5.356390977
1.995,-5.357715431
1.996,-5.3555333
1.997,-5.345345345
1.998,-5.350675338
1.999,-5.352
2,-5.341829085
2.001,-5.341158841
2.002,-5.326510235
2.003,-5.324850299
2.004,-5.33117207
2.005,-5.328514457
2.006,-5.32735426
2.007,-5.330179283
2.008,-5.331010453
2.009,-5.336318408
2.01,-5.327200398
2.011,-5.312624254
2.012,-5.315449578
2.013,-5.319265144
2.014,-5.317617866
2.015,-5.316964286
2.016,-5.309370352
2.017,-5.311694747
2.018,-5.303120357
2.019,-5.29009901
2.02,-5.287976249
2.021,-5.284371909
2.022,-5.286702916
2.023,-5.285573123
2.024,-5.28345679
2.025,-5.28183613
2.026,-5.272323631
2.027,-5.270216963
2.028,-5.265648103
2.029,-5.263546798
2.03,-5.259970458
2.031,-5.258366142
2.032,-5.256763404
2.033,-5.2453294
2.034,-5.250614251
2.035,-5.25
2.036,-5.248404516
2.037,-5.25171737
2.038,-5.243746935
2.039,-5.245098039
2.04,-5.244977952
2.041,-5.231635651
2.042,-5.231522271
2.043,-5.229941292
2.044,-5.228850856
2.045,-5.227272727
2.046,-5.219833903
2.047,-5.226074219
2.048,-5.224499756
2.049,-5.22195122
2.05,-5.224768406
2.051,-5.221247563
2.052,-5.2269849
2.053,-5.223466407
2.054,-5.22189781
2.055,-5.210116732
2.056,-5.213417598
2.057,-5.211370262
2.058,-5.209810588
2.059,-5.196116505
2.06,-5.198447356
2.061,-5.197381183
2.062,-5.198254968
2.063,-5.195251938
2.064,-5.193220339
2.065,-5.189738625
2.066,-5.188195452
2.067,-5.190038685
2.068,-5.193330111
2.069,-5.199033816
2.07,-5.192177692
2.071,-5.197876448
2.072,-5.193921852
2.073,-5.18948891
2.074,-5.198072289
2.075,-5.193641618
2.076,-5.193066923
2.077,-5.191530318
2.078,-5.189033189
2.079,-5.175
2.08,-5.161460836
2.081,-5.163784822
2.082,-5.151704273
2.083,-5.150191939
2.084,-5.137170264
2.085,-5.125599233
2.086,-5.126497365
2.087,-5.131226054
2.088,-5.129727142
2.089,-5.120574163
2.09,-5.120038259
2.091,-5.118068834
2.092,-5.121356904
2.093,-5.11938873
2.094,-5.105966587
2.095,-5.095896947
2.096,-5.09966619
2.097,-5.098665396
2.098,-5.100524059
2.099,-5.092857143
2.1,-5.091861019
2.101,-5.095147479
2.102,-5.098430813
2.103,-5.089353612
2.104,-5.098812352
2.105,-5.096866097
2.106,-5.100142383
2.107,-5.105787476
2.108,-5.103366524
2.109,-5.106161137
2.11,-5.093320701
2.111,-5.099431818
2.112,-5.099384761
2.113,-5.088930937
2.114,-5.081323877
2.115,-5.083648393
2.116,-5.080302315
2.117,-5.083097262
2.118,-5.076451156
2.119,-5.078301887
2.12,-5.077322018
2.121,-5.07728558
2.122,-5.076307113
2.123,-5.065913371
2.124,-5.053647059
2.125,-5.044684854
2.126,-5.047954866
2.127,-5.049342105
2.128,-5.054485674
2.129,-5.054460094
2.13,-5.058657907
2.131,-5.057223265
2.132,-5.056727614
2.133,-5.056232427
2.134,-5.058079625
2.135,-5.04494382
2.136,-5.043986898
2.137,-5.053320861
2.138,-5.042075736
2.139,-5.039252336
2.14,-5.037832788
2.141,-5.0410831
2.142,-5.038730751
2.143,-5.041511194
2.144,-5.04009324
2.145,-5.038210624
2.146,-5.038192827
2.147,-5.026536313
2.148,-5.01535598
2.149,-5.017674419
2.15,-5.017201302
2.151,-5.015799257
2.152,-5.016256386
2.153,-5.017177344
2.154,-5.018561485
2.155,-5.019480519
2.156,-5.024107557
2.157,-5.023632994
2.158,-5.019916628
2.159,-5.006944444
2.16,-5.005552985
2.161,-5.00693802
2.162,-5.00554785
2.163,-5.009242144
2.164,-5.012471132
2.165,-5.012465374
2.166,-5.010613752
2.167,-5.009686347
2.168,-5.009220839
2.169,-5.011059908
2.17,-5.013818517
2.171,-5.013812155
2.172,-5.013345605
2.173,-5.013799448
2.174,-5.011034483
2.175,-5.009650735
2.176,-5.006430868
2.177,-5.006427916
2.178,-5.004589261
2.179,-5.000458716
2.18,-4.998624484
2.181,-5.001374885
2.182,-5.001374256
2.183,-5.001831502
2.184,-4.998169336
2.185,-4.984903934
2.186,-4.983539095
2.187,-4.97166362
2.188,-4.97670169
2.189,-4.979908676
2.19,-4.976722958
2.191,-4.975364964
2.192,-4.975376197
2.193,-4.975843209
2.194,-4.974487472
2.195,-4.963114754
2.196,-4.95994538
2.197,-4.949954504
2.198,-4.949977262
2.199,-4.953636364
2.2,-4.954566106
2.201,-4.951861944
2.202,-4.951883795
2.203,-4.952359347
2.204,-4.949659864
2.205,-4.950135993
2.206,-4.941096511
2.207,-4.942934783
2.208,-4.939339067
2.209,-4.930316742
2.21,-4.925825418
2.211,-4.928119349
2.212,-4.924536828
2.213,-4.922764228
2.214,-4.923250564
2.215,-4.919223827
2.216,-4.915200722
2.217,-4.913886384
2.218,-4.905362776
2.219,-4.900900901
2.22,-4.897343539
2.221,-4.897389739
2.222,-4.89608637
2.223,-4.893435252
2.224,-4.894831461
2.225,-4.899820305
2.226,-4.892680736
2.227,-4.885547576
2.228,-4.884253028
2.229,-4.882511211
2.23,-4.879874496
2.231,-4.880824373
2.232,-4.881325571
2.233,-4.883616831
2.234,-4.885011186
2.235,-4.885509839
2.236,-4.886902101
2.237,-4.884271671
2.238,-4.884769987
2.239,-4.871875
2.24,-4.871039714
2.241,-4.867528992
2.242,-4.866250557
2.243,-4.867647059
2.244,-4.867260579
2.245,-4.863312556
2.246,-4.862038273
2.247,-4.861209964
2.248,-4.859493108
2.249,-4.848888889
2.25,-4.853842737
2.251,-4.854351687
2.252,-4.85042166
2.253,-4.850488021
2.254,-4.850554324
2.255,-4.84929078
2.256,-4.846699158
2.257,-4.844552702
2.258,-4.845064188
2.259,-4.845132743
2.26,-4.841662981
2.261,-4.84571176
2.262,-4.844454264
2.263,-4.84319788
2.264,-4.840618102
2.265,-4.833186231
2.266,-4.830613145
2.267,-4.830246914
2.268,-4.829440282
2.269,-4.823348018
2.27,-4.814619111
2.271,-4.812059859
2.272,-4.808622965
2.273,-4.806948109
2.274,-4.798241758
2.275,-4.80228471
2.276,-4.804567413
2.277,-4.794556629
2.278,-4.790697674
2.279,-4.792105263
2.28,-4.791758001
2.281,-4.781770377
2.282,-4.770915462
2.283,-4.770577933
2.284,-4.770678337
2.285,-4.75984252
2.286,-4.750765195
2.287,-4.75
2.288,-4.748798602
2.289,-4.748034934
2.29,-4.736359668
2.291,-4.735165794
2.292,-4.733536851
2.293,-4.732781168
